,meter_sale_price,procedure_area,rooms_en,floor_bin,swimming_pool,balcony,elevator,metro,has_parking,area_name_en,instance_date
96361,18782.01,87.85,1 B/R,31-40,1,1,1,1,1,Business Bay,2024-01-15
153061,15669.52,52.65,Studio,11-20,1,1,1,1,1,Business Bay,2025-06-02
239702,28706.82,80.19,1 B/R,21-30,1,1,1,1,1,Business Bay,2023-03-07
106315,11888.43,43.74,Studio,1-10,1,1,1,1,1,Business Bay,2024-03-25
26945,24010.38,77.05,1 B/R,11-20,0,1,1,1,1,Business Bay,2024-12-30
143648,21908.17,36.37,Studio,31-40,1,1,1,1,1,Business Bay,2022-05-23
176108,27023.55,46.7,Studio,1-10,1,1,1,1,1,Business Bay,2023-01-12
304733,19108.78,40.34,Studio,31-40,1,1,1,1,1,Business Bay,2023-06-21
192163,12156.66,126.39,2 B/R,11-20,1,1,1,1,1,Business Bay,2022-12-22
56951,26467.37,94.94,1 B/R,1-10,1,1,1,1,1,Business Bay,2024-12-30
207156,25626.66,108.91,2 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2024-01-31
221886,14267.19,77.1,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-09-21
206839,21155.34,64.57,1 B/R,21-30,1,1,1,1,1,Business Bay,2022-09-21
167298,16525.71,43.75,1 B/R,11-20,1,1,1,1,1,Business Bay,2022-03-10
83412,28826.75,34.69,Studio,41-50,1,1,1,1,1,Business Bay,2024-07-30
282293,24839.28,68.44,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2024-02-01
88833,14166.4,126.71,2 B/R,31-40,1,1,1,1,1,Business Bay,2022-07-20
146958,26683.34,47.97,Studio,1-10,1,1,1,1,1,Business Bay,2025-03-20
301168,19936.34,59.69,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2024-05-21
21316,19745.74,36.97,Studio,21-30,1,1,1,1,1,Business Bay,2024-08-27
89079,20089.05,38.18,Studio,1-10,1,1,1,1,1,Business Bay,2022-09-21
24013,21913.81,82.14,1 B/R,1-10,1,1,0,1,1,Business Bay,2025-01-13
152194,29957.73,66.26,1 B/R,11-20,1,1,1,1,1,Business Bay,2025-06-26
17975,28965.14,37.01,Studio,21-30,1,1,1,1,1,Business Bay,2025-05-21
104504,14993.48,52.16,1 B/R,11-20,1,0,0,1,0,Business Bay,2023-11-14
301169,6799.45,58.24,1 B/R,1-10,1,1,0,1,1,Business Bay,2023-06-26
199136,13179.97,80.68,1 B/R,1-10,1,1,1,1,1,Business Bay,2025-03-19
104576,30875.2,167.2,3 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-09-01
152918,8912.79,133.13,2 B/R,11-20,1,1,1,1,1,Business Bay,2022-12-23
17053,22643.34,154.88,2 B/R,41-50,0,1,1,1,1,Business Bay,2024-12-23
240086,28676.07,39.58,Studio,11-20,0,1,1,1,1,Business Bay,2025-08-05
41976,19491.01,39.49,Studio,11-20,1,1,1,1,1,Business Bay,2022-01-06
11635,28215.38,42.53,Studio,11-20,1,1,1,1,1,Business Bay,2024-10-16
66237,10691.38,84.18,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-08-03
153427,17307.4,65.29,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-11-01
202250,26866.85,75.2,2 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-09-18
275242,18841.96,58.72,1 B/R,11-20,1,1,1,1,1,Business Bay,2022-04-25
184531,28171.05,34.61,Studio,21-30,1,0,1,1,1,Business Bay,2024-05-16
245343,29969.69,36.62,Studio,11-20,1,1,1,1,1,Business Bay,2024-07-05
249788,26741.76,43.49,Studio,21-30,1,1,1,1,1,Business Bay,2025-08-13
52805,14702.1,60.6,1 B/R,21-30,1,1,1,1,1,Business Bay,2024-03-21
296334,11639.43,80.76,1 B/R,1-10,1,1,1,1,1,Business Bay,2024-04-22
267984,26601.9,43.23,Studio,21-30,1,1,1,1,1,Business Bay,2025-03-24
251278,27717.05,139.01,2 B/R,11-20,0,1,1,1,1,Business Bay,2023-12-14
140977,31112.64,43.68,Studio,11-20,1,1,1,1,1,Business Bay,2023-12-06
16700,29463.51,93.76,1 B/R,21-30,1,1,1,1,1,Business Bay,2024-12-06
44779,15385.99,111.79,2 B/R,1-10,1,1,1,1,1,Business Bay,2024-02-19
156175,32144.69,58.33,1 B/R,Below 1st floor,1,1,1,0,1,Business Bay,2024-08-08
8787,16578.65,43.55,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-05-12
200757,25972.85,44.2,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2025-07-22
263112,26523.32,94.94,1 B/R,1-10,1,1,1,1,1,Business Bay,2025-03-10
280427,17266.19,166.8,3 B/R,41-50,0,1,1,1,1,Business Bay,2025-06-16
250972,25551.19,33.11,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2022-09-30
314450,23839.95,90.93,1 B/R,11-20,1,1,1,1,1,Business Bay,2023-09-18
209188,29747.45,44.0,Studio,1-10,1,1,1,1,1,Business Bay,2023-12-13
272416,30566.66,42.53,Studio,11-20,1,1,1,1,1,Business Bay,2024-11-26
4041,25202.05,74.24,1 B/R,Below 1st floor,1,1,1,0,1,Business Bay,2025-02-18
1347,20167.1,104.13,1 B/R,31-40,1,1,1,1,1,Business Bay,2024-01-16
38803,22619.32,44.21,1 B/R,1-10,1,1,1,1,1,Business Bay,2025-03-03
304133,30228.21,80.19,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2024-05-02
285312,24990.87,76.36,1 B/R,1-10,1,1,1,1,1,Business Bay,2025-07-28
77948,24611.63,77.89,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2025-08-01
272791,24647.14,94.94,1 B/R,1-10,1,1,1,1,1,Business Bay,2024-12-24
43920,13906.61,78.38,1 B/R,1-10,1,1,0,1,1,Business Bay,2025-06-24
163352,16131.06,84.62,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2024-11-20
181154,26308.11,47.97,Studio,1-10,1,1,1,1,1,Business Bay,2022-12-20
245895,14008.13,110.65,1 B/R,21-30,1,1,1,1,1,Business Bay,2022-07-26
101141,21258.9,108.19,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-10-30
159991,11299.92,144.68,2 B/R,11-20,1,1,1,1,1,Business Bay,2023-11-15
260292,15919.5,133.17,2 B/R,1-10,1,1,1,1,1,Business Bay,2025-04-22
166752,26773.38,44.97,Studio,11-20,0,1,1,1,1,Business Bay,2025-07-03
272818,26180.57,40.87,Studio,1-10,1,1,1,1,1,Business Bay,2024-12-06
248162,14192.45,140.92,2 B/R,61-70,1,1,1,1,1,Business Bay,2024-05-06
22109,25486.56,43.16,Studio,21-30,1,1,1,1,1,Business Bay,2025-04-18
84848,17692.85,113.04,2 B/R,11-20,1,0,1,1,1,Business Bay,2022-05-17
204017,12877.75,58.24,1 B/R,1-10,1,1,0,1,1,Business Bay,2023-10-11
148932,15842.4,72.59,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-09-14
167731,24205.14,62.59,1 B/R,31-40,1,1,1,1,1,Business Bay,2022-09-21
86871,26537.2,43.26,Studio,41-50,0,1,1,1,1,Business Bay,2025-06-30
156701,18441.06,42.2,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2022-05-23
302748,33554.82,60.2,1 B/R,11-20,1,1,1,1,1,Business Bay,2024-10-30
281737,14263.07,37.86,Studio,21-30,1,1,1,1,1,Business Bay,2022-05-19
221838,22509.3,102.18,2 B/R,1-10,1,1,1,1,1,Business Bay,2025-03-14
99490,13845.62,86.67,1 B/R,11-20,1,1,1,1,1,Business Bay,2025-02-13
209308,19926.84,57.41,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-12-08
302862,19480.39,102.77,1 B/R,1-10,1,0,1,1,1,Business Bay,2025-02-10
98359,30063.63,147.72,2 B/R,Below 1st floor,1,1,1,0,1,Business Bay,2023-08-15
91325,18098.63,140.73,2 B/R,21-30,1,1,1,1,1,Business Bay,2023-01-20
141578,28793.31,92.07,1 B/R,21-30,1,1,1,0,1,Business Bay,2025-04-16
194915,25272.22,134.37,2 B/R,11-20,1,1,1,1,1,Business Bay,2024-11-14
39203,22981.73,86.46,2 B/R,11-20,1,1,1,1,1,Business Bay,2022-10-13
177919,16032.06,74.85,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-05-01
109145,23847.16,107.56,2 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-05-16
142285,16193.56,52.49,Studio,1-10,1,1,1,1,1,Business Bay,2022-10-13
143133,12403.83,63.69,1 B/R,1-10,1,0,0,1,1,Business Bay,2025-03-19
113418,21056.23,43.93,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-07-12
230098,17390.95,60.52,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2022-02-14
152502,30592.95,104.73,2 B/R,41-50,1,1,1,1,1,Business Bay,2024-07-29
270409,16229.46,88.05,2 B/R,11-20,1,1,1,1,1,Business Bay,2022-04-14
252694,14278.1,37.17,Studio,21-30,1,0,0,1,1,Business Bay,2022-10-31
96823,33119.92,78.88,1 B/R,11-20,0,1,1,1,1,Business Bay,2025-09-01
254900,16244.85,84.95,2 B/R,11-20,1,1,1,1,1,Business Bay,2023-07-11
223449,21338.63,56.84,Studio,1-10,1,1,0,1,1,Business Bay,2022-08-30
114229,10115.61,69.2,1 B/R,1-10,1,1,1,1,1,Business Bay,2025-02-20
4114,12716.64,51.56,Studio,21-30,1,1,1,1,1,Business Bay,2022-10-03
31534,16222.48,86.3,1 B/R,21-30,1,1,1,1,1,Business Bay,2024-02-09
124086,24122.84,150.7,2 B/R,31-40,0,1,1,1,1,Business Bay,2023-05-05
9040,27071.75,75.54,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2024-03-08
54177,22771.05,40.49,Studio,11-20,1,1,1,1,1,Business Bay,2022-09-21
178164,23443.74,81.57,1 B/R,61-70,1,1,1,1,1,Business Bay,2024-04-16
86874,32940.34,43.26,Studio,41-50,0,1,1,1,1,Business Bay,2025-08-18
48510,31848.22,55.29,1 B/R,1-10,1,1,1,1,1,Business Bay,2024-09-04
209190,30022.66,34.77,Studio,21-30,1,0,1,1,1,Business Bay,2023-12-22
230463,22753.13,43.95,1 B/R,1-10,1,1,1,1,1,Business Bay,2024-07-22
235960,21713.95,69.08,1 B/R,Below 1st floor,1,1,1,0,1,Business Bay,2024-02-26
166662,22980.86,79.15,1 B/R,11-20,1,1,1,1,1,Business Bay,2024-11-11
220101,26524.78,77.29,1 B/R,21-30,1,1,1,1,1,Business Bay,2024-08-28
155127,19953.47,37.82,Studio,11-20,1,1,1,1,1,Business Bay,2024-09-05
221997,22830.27,80.62,1 B/R,11-20,0,1,1,1,1,Business Bay,2023-03-17
243359,19878.06,140.73,2 B/R,21-30,1,1,1,1,1,Business Bay,2022-12-22
262280,17917.13,44.65,Studio,1-10,1,1,1,1,1,Business Bay,2024-07-24
226472,23510.97,41.47,Studio,41-50,1,1,1,1,1,Business Bay,2025-05-08
64528,27042.31,73.83,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-10-03
132021,25092.17,92.22,1 B/R,31-40,1,1,1,1,1,Business Bay,2023-05-02
120598,20016.86,100.82,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2024-01-04
145314,15420.99,97.27,2 B/R,11-20,1,1,0,1,1,Business Bay,2025-04-24
270335,18530.77,75.55,2 B/R,31-40,1,1,1,1,1,Business Bay,2022-04-21
194286,27976.37,71.59,1 B/R,1-10,1,1,1,1,1,Business Bay,2024-03-05
56163,26814.6,81.12,1 B/R,51-60,1,0,1,1,1,Business Bay,2025-09-03
200755,29505.54,37.01,Studio,21-30,1,1,1,1,1,Business Bay,2025-05-28
220090,25468.51,80.19,1 B/R,21-30,1,1,1,1,1,Business Bay,2022-12-29
301935,23321.55,70.75,1 B/R,1-10,0,1,1,1,1,Business Bay,2025-03-28
207163,25067.94,46.07,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2023-01-26
132727,34381.25,69.98,1 B/R,71-80,1,1,1,1,1,Business Bay,2024-07-10
114372,6710.12,52.16,1 B/R,11-20,1,0,0,1,0,Business Bay,2024-06-21
92617,22878.18,77.41,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-02-28
265888,19652.31,66.15,1 B/R,1-10,1,1,1,1,1,Business Bay,2025-05-07
71419,29992.83,153.37,3 B/R,11-20,1,1,1,1,1,Business Bay,2024-10-28
109121,20454.81,38.75,Studio,31-40,1,1,1,1,1,Business Bay,2022-05-25
282503,28943.52,42.95,Studio,1-10,0,1,1,1,1,Business Bay,2025-08-18
157429,32952.91,140.37,3 B/R,91-100,1,1,1,1,1,Business Bay,2024-06-11
288913,31772.99,72.42,1 B/R,31-40,1,1,1,0,1,Business Bay,2024-11-15
48868,24039.22,63.23,1 B/R,Below 1st floor,1,1,0,1,1,Business Bay,2025-07-17
246223,28661.92,75.78,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-09-28
116466,21527.89,78.88,1 B/R,11-20,0,1,1,1,1,Business Bay,2025-03-10
162406,7493.46,175.9,PENTHOUSE,1-10,1,1,0,1,1,Business Bay,2023-02-27
243820,19818.92,83.39,2 B/R,1-10,1,1,1,1,1,Business Bay,2022-03-07
291449,21312.54,64.95,1 B/R,1-10,0,1,1,1,1,Business Bay,2025-01-09
260698,18506.42,45.93,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2022-07-07
236412,26334.33,73.82,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-09-29
32810,24637.28,92.22,1 B/R,31-40,1,1,1,1,1,Business Bay,2023-03-30
295030,29966.78,136.4,2 B/R,41-50,1,1,1,1,1,Business Bay,2023-12-26
255344,19590.67,108.47,2 B/R,61-70,1,1,1,1,1,Business Bay,2022-11-17
34814,18196.67,67.32,1 B/R,21-30,1,1,1,1,1,Business Bay,2025-05-15
177762,23579.76,82.0,1 B/R,11-20,1,1,1,1,1,Business Bay,2022-10-10
1985,19252.14,33.83,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2025-07-16
76930,32043.58,41.74,Studio,31-40,1,1,1,1,1,Business Bay,2025-08-20
2803,26758.23,42.23,Studio,21-30,1,1,1,1,1,Business Bay,2024-12-10
33320,18602.77,121.24,2 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-07-05
248272,26580.53,58.05,1 B/R,31-40,1,1,1,1,1,Business Bay,2024-02-02
306017,23521.51,44.64,Studio,11-20,1,1,1,1,1,Business Bay,2024-05-31
290150,29396.32,80.47,1 B/R,21-30,1,1,1,1,1,Business Bay,2023-08-30
117985,29546.52,42.78,Studio,Below 1st floor,1,1,1,0,1,Business Bay,2023-09-08
8552,34323.81,69.98,1 B/R,71-80,1,1,1,1,1,Business Bay,2024-04-30
260165,24990.74,108.04,2 B/R,31-40,1,1,1,1,1,Business Bay,2024-12-16
19740,28412.3,103.11,2 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-04-07
96825,33807.18,43.26,Studio,41-50,0,1,1,1,1,Business Bay,2025-08-19
48411,19533.06,43.26,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-06-20
281786,19569.42,38.46,Studio,21-30,1,1,1,1,0,Business Bay,2022-01-19
51900,24664.82,39.53,Studio,11-20,1,1,1,1,1,Business Bay,2024-12-24
16549,20456.87,110.71,1 B/R,1-10,1,1,1,1,1,Business Bay,2025-04-16
251349,29220.35,99.24,1 B/R,11-20,1,1,1,1,1,Business Bay,2024-10-02
36597,16344.88,140.92,2 B/R,61-70,1,1,1,1,1,Business Bay,2022-03-03
116493,25119.32,39.81,Studio,21-30,1,1,1,1,1,Business Bay,2023-04-03
183078,15557.95,138.99,2 B/R,41-50,0,1,1,1,1,Business Bay,2024-01-24
174976,25335.1,52.97,1 B/R,41-50,1,1,1,1,1,Business Bay,2023-11-22
283995,28001.02,78.14,1 B/R,Below 1st floor,1,1,1,0,1,Business Bay,2023-09-20
223295,14177.54,62.07,1 B/R,1-10,1,1,1,1,1,Business Bay,2025-06-25
41524,16005.49,87.47,1 B/R,51-60,1,1,1,1,1,Business Bay,2024-09-27
47755,24094.56,92.22,1 B/R,31-40,1,1,1,1,1,Business Bay,2022-12-13
53788,16431.92,46.86,1 B/R,21-30,1,1,1,1,1,Business Bay,2022-03-01
314406,18162.39,140.4,2 B/R,21-30,0,1,1,1,1,Business Bay,2024-05-21
159964,13815.34,43.43,Studio,11-20,1,1,1,1,1,Business Bay,2022-06-29
293969,17244.55,43.55,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-03-17
173139,18891.34,72.52,1 B/R,11-20,1,1,1,1,1,Business Bay,2023-05-16
253476,23136.41,78.88,1 B/R,11-20,0,1,1,1,1,Business Bay,2024-12-30
166361,17595.53,63.98,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-06-15
76511,25347.7,88.15,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-01-11
125779,34360.1,59.95,1 B/R,1-10,1,1,1,1,1,Business Bay,2024-06-07
292056,32446.53,45.3,Studio,31-40,1,1,1,1,1,Business Bay,2024-08-02
51188,12920.07,74.69,1 B/R,11-20,1,1,0,1,1,Business Bay,2025-01-27
211121,32243.16,31.14,Studio,11-20,1,1,1,1,1,Business Bay,2024-10-07
209004,22720.07,94.63,1 B/R,1-10,1,1,0,1,1,Business Bay,2025-01-14
284869,14832.6,70.79,1 B/R,21-30,0,0,1,1,1,Business Bay,2024-10-10
236572,18821.39,77.04,1 B/R,21-30,1,1,1,1,1,Business Bay,2025-05-22
282086,16214.96,129.51,2 B/R,21-30,1,1,1,1,1,Business Bay,2022-09-19
59180,22903.44,59.86,1 B/R,21-30,1,1,1,1,1,Business Bay,2022-10-17
304395,22174.64,65.39,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-12-26
58971,14734.37,72.28,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-11-14
47758,28457.77,49.02,Studio,31-40,1,1,1,1,1,Business Bay,2023-01-05
13852,10887.03,91.0,1 B/R,11-20,1,1,1,1,1,Business Bay,2022-08-16
66471,19279.12,125.93,2 B/R,11-20,1,1,1,1,1,Business Bay,2024-01-23
66795,24888.89,45.0,Studio,1-10,1,1,1,1,1,Business Bay,2024-10-31
259434,30241.4,39.35,Studio,1-10,1,1,1,1,1,Business Bay,2025-06-04
312835,25990.07,40.4,Studio,21-30,0,1,1,1,1,Business Bay,2025-06-04
171756,18038.39,61.48,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-07-25
61701,30569.71,43.18,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2023-10-24
309244,20554.14,55.04,1 B/R,31-40,1,1,1,1,1,Business Bay,2022-03-28
66706,21780.04,64.83,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-09-29
84082,25403.86,38.38,Studio,41-50,1,1,1,1,1,Business Bay,2022-09-07
93966,21251.55,64.56,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-10-24
113425,18372.68,38.1,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-04-13
94635,26887.79,81.76,1 B/R,41-50,1,1,1,1,1,Business Bay,2024-05-06
200756,26666.67,44.55,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2025-08-22
221596,25335.7,39.47,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2022-11-08
187769,24821.48,70.02,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-10-28
267661,22027.12,57.52,1 B/R,11-20,1,1,1,1,1,Business Bay,2023-09-18
11234,18298.65,144.7,2 B/R,11-20,0,1,1,1,1,Business Bay,2025-09-02
21523,8109.42,57.78,Studio,11-20,1,1,0,1,1,Business Bay,2023-02-02
69677,15140.05,79.26,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-05-31
33324,20768.92,49.55,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2022-07-06
147215,19932.54,97.83,1 B/R,11-20,1,1,1,1,1,Business Bay,2024-07-16
226902,14819.49,109.58,2 B/R,21-30,1,1,1,1,1,Business Bay,2025-05-05
160752,25695.33,70.83,1 B/R,41-50,1,1,1,1,1,Business Bay,2025-04-07
245119,22921.88,76.16,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-06-27
74476,30947.78,36.19,Studio,11-20,1,1,1,1,1,Business Bay,2025-05-08
46874,24853.43,39.23,Studio,41-50,0,1,1,1,1,Business Bay,2025-07-01
71237,23730.17,58.21,1 B/R,11-20,1,0,1,1,1,Business Bay,2024-02-21
267780,33084.01,74.87,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-08-17
17883,21598.27,83.34,1 B/R,21-30,1,1,1,1,1,Business Bay,2024-04-19
81109,30875.12,130.04,2 B/R,1-10,1,1,1,1,1,Business Bay,2024-11-13
168435,16600.27,60.24,1 B/R,1-10,1,0,1,1,1,Business Bay,2022-06-14
88228,20836.04,48.03,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2022-07-06
201814,19679.37,104.17,2 B/R,41-50,1,1,1,1,1,Business Bay,2023-04-10
204087,22673.07,36.81,Studio,11-20,1,1,1,1,1,Business Bay,2024-02-13
143095,11114.42,83.2,1 B/R,11-20,1,1,0,1,1,Business Bay,2023-04-24
61927,25848.67,77.18,1 B/R,21-30,1,1,1,1,1,Business Bay,2025-07-14
54176,23387.91,59.86,1 B/R,21-30,1,1,1,1,1,Business Bay,2024-01-29
268379,29599.82,88.21,1 B/R,Below 1st floor,1,1,1,0,1,Business Bay,2024-11-21
252779,15511.55,75.75,1 B/R,1-10,1,1,0,1,1,Business Bay,2025-01-27
116132,22193.0,60.83,1 B/R,11-20,1,1,1,1,1,Business Bay,2025-04-10
107541,19132.07,42.22,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2022-08-22
235961,21107.82,95.92,1 B/R,Below 1st floor,1,1,1,0,1,Business Bay,2024-05-10
228206,12045.77,149.43,2 B/R,1-10,1,1,1,1,1,Business Bay,2025-05-20
276915,14548.47,66.33,1 B/R,1-10,1,1,0,1,1,Business Bay,2025-05-27
301930,25490.7,39.23,Studio,41-50,0,1,1,1,1,Business Bay,2025-05-12
64848,15243.36,90.4,1 B/R,31-40,0,1,1,1,1,Business Bay,2023-03-22
66469,24918.43,90.74,1 B/R,11-20,1,1,1,1,1,Business Bay,2025-02-05
111633,32113.93,35.81,Studio,21-30,1,1,1,1,1,Business Bay,2024-02-05
145573,24686.09,44.92,Studio,1-10,1,1,1,1,1,Business Bay,2025-08-12
205538,12158.73,90.47,1 B/R,11-20,1,1,0,1,1,Business Bay,2025-06-19
238016,27535.8,99.87,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-10-18
71629,25735.93,58.09,1 B/R,11-20,1,1,1,1,1,Business Bay,2023-12-19
289791,26104.46,91.9,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-09-30
133700,24003.85,72.78,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-12-12
54935,15721.92,61.59,1 B/R,1-10,1,0,1,1,1,Business Bay,2022-10-31
196138,15161.24,42.78,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-05-05
39134,16082.62,43.59,Studio,11-20,1,1,1,1,1,Business Bay,2023-05-24
172208,13156.35,85.13,1 B/R,Below 1st floor,1,1,0,1,1,Business Bay,2022-12-14
291763,29763.82,34.77,Studio,21-30,1,0,1,1,1,Business Bay,2024-01-15
194289,12113.62,47.88,Studio,11-20,1,1,1,1,1,Business Bay,2022-02-22
51190,15750.6,92.06,2 B/R,11-20,1,1,1,1,1,Business Bay,2025-06-26
257896,24948.41,53.31,1 B/R,11-20,1,1,1,1,1,Business Bay,2025-04-22
153641,21462.68,110.15,2 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-11-09
167640,6084.45,43.87,Studio,1-10,1,1,1,1,1,Business Bay,2022-08-10
274359,26601.05,80.26,1 B/R,Below 1st floor,1,1,1,0,1,Business Bay,2023-08-22
274033,30651.41,43.75,Studio,21-30,0,1,1,1,1,Business Bay,2025-08-25
231712,13707.57,122.56,2 B/R,31-40,1,1,1,1,1,Business Bay,2025-05-27
19929,13815.62,79.62,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-10-20
61966,19406.56,88.13,2 B/R,21-30,1,1,1,1,1,Business Bay,2022-07-18
186362,14776.36,44.65,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2023-05-05
54019,27957.26,78.62,1 B/R,11-20,1,1,1,1,1,Business Bay,2023-09-14
61327,19619.19,155.46,3 B/R,21-30,1,1,0,1,1,Business Bay,2023-06-02
301190,16357.18,40.12,Studio,11-20,1,1,1,1,1,Business Bay,2022-11-15
180296,19680.06,95.33,1 B/R,1-10,1,1,1,1,1,Business Bay,2022-07-20
29478,23734.18,37.92,Studio,11-20,1,1,1,1,1,Business Bay,2023-05-18
73907,15948.38,82.14,1 B/R,1-10,1,1,0,1,1,Business Bay,2023-02-08
93271,17808.22,43.8,1 B/R,1-10,1,1,1,1,1,Business Bay,2023-06-08
221264,27937.62,74.38,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2024-03-06
131277,20279.75,38.12,Studio,11-20,1,1,1,1,1,Business Bay,2022-01-10
260587,18109.98,74.92,2 B/R,11-20,1,1,1,1,1,Business Bay,2024-07-25
82212,26403.29,51.13,Studio,Below 1st floor,1,1,1,0,1,Business Bay,2024-04-19
308274,16805.96,110.08,2 B/R,11-20,1,1,0,1,1,Business Bay,2023-10-24
228853,30604.52,164.97,2 B/R,21-30,1,1,1,1,1,Business Bay,2024-12-10
138054,13186.59,146.74,2 B/R,11-20,1,1,1,1,1,Business Bay,2022-09-27
138433,21356.67,64.57,1 B/R,21-30,1,1,1,1,1,Business Bay,2022-09-07
225688,31537.47,32.75,Studio,1-10,1,1,1,1,1,Business Bay,2024-10-31
125854,31049.96,42.54,Studio,11-20,1,1,1,1,1,Business Bay,2025-05-26
137793,30697.99,104.73,2 B/R,41-50,1,1,1,1,1,Business Bay,2024-06-27
184915,21494.27,53.27,1 B/R,21-30,1,1,1,1,1,Business Bay,2023-12-07
225640,29811.23,43.44,Studio,Below 1st floor,1,1,1,0,1,Business Bay,2023-09-19
249395,16762.35,85.53,1 B/R,Below 1st floor,1,1,1,1,1,Business Bay,2022-12-08
166750,31073.44,115.05,2 B/R,21-30,0,1,1,1,1,Business Bay,2025-06-18
128265,11844.13,84.43,1 B/R,11-20,1,1,1,1,1,Business Bay,2022-11-21
69236,23670.51,63.37,1 B/R,21-30,1,1,1,1,1,Business Bay,2023-09-25
115725,15333.0,138.59,2 B/R,1-10,1,1,1,1,1,Business Bay,2024-07-10
194356,8189.87,119.66,1 B/R,1-10,1,1,0,1,1,Business Bay,2025-01-28
14260,23912.71,64.61,1 B/R,31-40,1,1,1,1,1,Business Bay,2022-10-18
140401,14883.96,79.28,1 B/R,1-10,1,1,1,1,1,Business Bay,2025-07-24
76346,12324.4,45.13,Studio,21-30,1,1,0,1,1,Business Bay,2023-05-05
221688,18404.86,45.8,Studio,Below 1st floor,1,1,1,1,1,Business Bay,2022-05-11
251318,15896.95,66.98,1 B/R,61-70,1,1,1,1,1,Business Bay,2022-06-16
138627,20657.74,121.02,3 B/R,51-60,1,1,1,1,1,Business Bay,2024-09-17
42791,27708.63,49.01,Studio,41-50,1,1,1,1,1,Business Bay,2024-04-30
108845,22345.07,98.59,2 B/R,41-50,1,1,1,1,1,Business Bay,2022-10-25
91012,16072.0,62.22,1 B/R,11-20,1,1,1,1,1,Business Bay,2023-08-07
263102,26902.09,70.83,1 B/R,41-50,1,1,1,1,1,Business Bay,2025-07-16
46109,28989.9,84.74,1 B/R,31-40,1,1,1,1,1,Business Bay,2025-08-28
